anzsco_code,anzsco_title,isco08_code,isco08_title,isco08_detail
253911,Dermatologist,2212.0,p,Specialist medical practitioners 
253912,Emergency Medicine Specialist,2212.0,p,Specialist medical practitioners 
253913,Obstetrician and Gynaecologist,2212.0,p,Specialist medical practitioners 
253914,Ophthalmologist,2212.0,p,Specialist medical practitioners 
253915,Pathologist,2212.0,p,Specialist medical practitioners 
253917,Diagnostic and Interventional Radiologist,2212.0,p,Specialist medical practitioners 
253918,Radiation Oncologist,2212.0,p,Specialist medical practitioners 
253999,Medical Practitioners nec,2212.0,p,Specialist medical practitioners 
254111,Midwife,2222.0,,Midwifery professionals
254211,Nurse Educator,2221.0,p,Nursing professionals
254212,Nurse Researcher,2221.0,p,Nursing professionals
254311,Nurse Manager,2221.0,p,Nursing professionals
254411,Nurse Practitioner,2221.0,p,Nursing professionals
254412,Registered Nurse (Aged Care),2221.0,p,Nursing professionals
254413,Registered Nurse (Child and Family Health),2221.0,p,Nursing professionals
254414,Registered Nurse (Community Health),2221.0,p,Nursing professionals
254415,Registered Nurse (Critical Care and Emergency),2221.0,p,Nursing professionals
254416,Registered Nurse (Developmental Disability),2221.0,p,Nursing professionals
254417,Registered Nurse (Disability and Rehabilitation),2221.0,p,Nursing professionals
254418,Registered Nurse (Medical),2221.0,p,Nursing professionals
254421,Registered Nurse (Medical Practice),2221.0,p,Nursing professionals
254422,Registered Nurse (Mental Health),2221.0,p,Nursing professionals
254423,Registered Nurse (Perioperative),2221.0,p,Nursing professionals
254424,Registered Nurse (Surgical),2221.0,p,Nursing professionals
254425,Registered Nurse (Paediatrics),2221.0,p,Nursing professionals
254499,Registered Nurses nec,2221.0,p,Nursing professionals
261111,ICT Business Analyst,2511.0,p,Systems analysts
261112,Systems Analyst,2511.0,p,Systems analysts
261211,Multimedia Specialist,2513.0,p,Web and multimedia developers
261212,Web Developer,2513.0,p,Web and multimedia developers
261311,Analyst Programmer,2512.0,p,Software developers
261312,Developer Programmer,2514.0,,Applications programmers
261313,Software Engineer,2512.0,,Software developers
261314,Software Tester,2519.0,p,Software and applications developers and analysts not elsewhere classified
261399,Software and Applications Programmers nec,2519.0,p,Software and applications developers and analysts not elsewhere classified
262111,Database Administrator,2521.0,,Database designers and administrators
262112,ICT Security Specialist,2529.0,,Database and network professionals not elsewhere classified
262113,Systems Administrator,2522.0,p,Systems administrators
263111,Computer Network and Systems Engineer,2523.0,p,Computer network professionals
263112,Network Administrator,2522.0,p,Systems administrators
263113,Network Analyst,2523.0,p,Computer network professionals
263211,ICT Quality Assurance Engineer,2519.0,p,Software and applications developers and analysts not elsewhere classified
263212,ICT Support Engineer,2519.0,p,Software and applications developers and analysts not elsewhere classified
263213,ICT Systems Test Engineer,2519.0,p,Software and applications developers and analysts not elsewhere classified
263299,ICT Support and Test Engineers nec,2519.0,p,Software and applications developers and analysts not elsewhere classified
263311,Telecommunications Engineer,2153.0,p,Telecommunications engineers
263312,Telecommunications Network Engineer,2153.0,p,Telecommunications engineers
271111,Barrister,2611.0,p,Lawyers
271211,Judge,2612.0,p,Judges
271212,Magistrate,2612.0,p,Judges
271213,Tribunal Member,2619.0,p,Legal professionals not elsewhere classified
271214,Intellectual Property Lawyer,2611.0,p,Lawyers
271299,Judicial and Other Legal Professionals nec,2619.0,p,Legal professionals not elsewhere classified
271311,Solicitor,2611.0,p,Lawyers
272111,Careers Counsellor,2423.0,p,Personnel and career professionals
272112,Drug and Alcohol Counsellor,2635.0,p,Social work and counselling professionals
272113,Family and Marriage Counsellor,2635.0,p,Social work and counselling professionals
272114,Rehabilitation Counsellor,2635.0,p,Social work and counselling professionals
272115,Student Counsellor,2359.0,p,Teaching professionals not elsewhere classified
272199,Counsellors nec,2635.0,p,Social work and counselling professionals
272211,Minister of Religion,2636.0,,Religious professionals
272211,Minister of Religion,3413.0,p,Religious associate professionals
272311,Clinical Psychologist,2634.0,p,Psychologists
272312,Educational Psychologist,2634.0,p,Psychologists
272313,Organisational Psychologist,2634.0,p,Psychologists
272314,Psychotherapist,2634.0,p,Psychologists
272399,Psychologists nec,2634.0,p,Psychologists
272411,Historian,2633.0,p,"Philosophers, historians and political scientists"
272412,Interpreter,2643.0,p,"Translators, interpreters and other linguists"
272413,Translator,2643.0,p,"Translators, interpreters and other linguists"
272414,Archaeologist,2632.0,p,"Sociologists, anthropologists and related professionals"
272499,Social Professionals nec,2632.0,p,"Sociologists, anthropologists and related professionals"
272499,Social Professionals nec,2633.0,p,"Philosophers, historians and political scientists"
272499,Social Professionals nec,2643.0,p,"Translators, interpreters and other linguists"
272511,Social Worker,2635.0,p,Social work and counselling professionals
272611,Community Arts Worker,2635.0,p,Social work and counselling professionals
272612,Recreation Officer (Aus) / Recreation Coordinator (NZ),2635.0,p,Social work and counselling professionals
272613,Welfare Worker,2635.0,p,Social work and counselling professionals
3,TECHNICIANS AND TRADES WORKERS,,,
311111,Agricultural Technician,3142.0,,Agricultural technicians
311111,Agricultural Technician,3143.0,p,Forestry technicians
311211,Anaesthetic Technician,3259.0,p,Health associate professionals not elsewhere classified
311212,Cardiac Technician,3211.0,p,Medical imaging and therapeutic equipment technicians
311212,Cardiac Technician,3259.0,p,Health associate professionals not elsewhere classified
311213,Medical Laboratory Technician,3212.0,,Medical and pathology laboratory technicians 
311214,Operating Theatre Technician,3259.0,p,Health associate professionals not elsewhere classified
311215,Pharmacy Technician,3213.0,,Pharmaceutical technicians and assistants
311216,Pathology Collector (Aus) / Phlebotomist (NZ),5329.0,p,Personal care workers in health services not elsewhere classified
311299,Medical Technicians nec,3214.0,p,Medical and dental prosthetic technicians
311299,Medical Technicians nec,3256.0,p,Medical assistants
311299,Medical Technicians nec,3259.0,p,Health associate professionals not elsewhere classified
311311,Fisheries Officer,3359.0,p,Government regulatory associate professionals not elsewhere classified
311312,Meat Inspector,3257.0,p,Environmental and occupational health inspectors and associates
311313,Quarantine Officer,3359.0,p,Government regulatory associate professionals not elsewhere classified
311313,Quarantine Officer,3351.0,p,Customs and border inspectors
311399,Primary Products Inspectors nec,3257.0,p,Environmental and occupational health inspectors and associates
311399,Primary Products Inspectors nec,3359.0,p,Government regulatory associate professionals not elsewhere classified
311411,Chemistry Technician,3111.0,p,Chemical and physical science technicians
311412,Earth Science Technician,3111.0,p,Chemical and physical science technicians
311413,Life Science Technician,3141.0,p,Life science technicians (excluding medical)
311413,Life Science Technician,3143.0,,Forestry technicians
311413,Life Science Technician,3240.0,p,Veterinary technicians and assistants
311414,School Laboratory Technician,3111.0,p,Chemical and physical science technicians
311415,Hydrographer,3111.0,p,Chemical and physical science technicians
311499,Science Technicians nec,3111.0,p,Chemical and physical science technicians
311499,Science Technicians nec,3119.0,p,Physical and engineering science technicians not elsewhere classified
312111,Architectural Draftsperson,3118.0,p,Draughtspersons
312112,Building Associate,3112.0,p,Civil engineering technicians
312112,Building Associate,3123.0,,Construction supervisors
312113,Building Inspector,3112.0,p,Civil engineering technicians
312114,Construction Estimator,3112.0,p,Civil engineering technicians
312115,Plumbing Inspector,3359.0,p,Government regulatory associate professionals not elsewhere classified
312116,Surveying or Spatial Science Technician,3112.0,p,Civil engineering technicians
312116,Surveying or Spatial Science Technician,3118.0,p,Draughtspersons
312199,"Architectural, Building and Surveying Technicians nec",3119.0,p,Physical and engineering science technicians not elsewhere classified
312211,Civil Engineering Draftsperson,3118.0,p,Draughtspersons
312212,Civil Engineering Technician,3112.0,p,Civil engineering technicians
312311,Electrical Engineering Draftsperson,3118.0,p,Draughtspersons
312312,Electrical Engineering Technician,3113.0,,Electrical engineering technicians
312411,Electronic Engineering Draftsperson,3118.0,p,Draughtspersons
312412,Electronic Engineering Technician,3114.0,,Electronics engineering technicians
312412,Electronic Engineering Technician,3155.0,,Air traffic safety electronics technicians
312511,Mechanical Engineering Draftsperson,3118.0,p,Draughtspersons
312512,Mechanical Engineering Technician,3115.0,p,Mechanical engineering technicians
312611,Safety Inspector,2149.0,p,Engineering professionals not elsewhere classified
312611,Safety Inspector,3117.0,p,Mining and metallurgical technicians
312611,Safety Inspector,3257.0,p,Environmental and occupational health inspectors and associates
312911,Maintenance Planner,4322.0,p,Production clerks
312912,Metallurgical or Materials Technician,3117.0,p,Mining and metallurgical technicians
312912,Metallurgical or Materials Technician,3119.0,p,Physical and engineering science technicians not elsewhere classified
312913,Mine Deputy,3117.0,p,Mining and metallurgical technicians
312913,Mine Deputy,3121.0,,Mining supervisors
312999,Building and Engineering Technicians nec,3116.0,,Chemical engineering technicians
312999,Building and Engineering Technicians nec,3118.0,p,Draughtspersons
312999,Building and Engineering Technicians nec,3119.0,p,Physical and engineering science technicians not elsewhere classified
313111,Hardware Technician,7422.0,p,Information and communications technology installers and servicers
313112,ICT Customer Support Officer,3512.0,,Information and communications technology user support technicians
313112,ICT Customer Support Officer,3513.0,p,Computer network and systems technicians
313113,Web Administrator,3514.0,,Web technicians
313199,ICT Support Technicians nec,3511.0,p,Information and communications technology operations technicians
313199,ICT Support Technicians nec,7422.0,p,Information and communications technology installers and servicers
313211,Radiocommunications Technician,3155.0,,Air traffic safety electronics technicians
313211,Radiocommunications Technician,3522.0,,Telecommunications engineering technicians
313212,Telecommunications Field Engineer,3522.0,p,Telecommunications engineering technicians
313213,Telecommunications Network Planner,3522.0,p,Telecommunications engineering technicians
313214,Telecommunications Technical Officer or Technologist,3522.0,p,Telecommunications engineering technicians
321111,Automotive Electrician,7412.0,p,Electrical mechanics and fitters
321211,Motor Mechanic (General),7231.0,p,Motor vehicle mechanics and repairers
321212,Diesel Motor Mechanic,7231.0,p,Motor vehicle mechanics and repairers
321213,Motorcycle Mechanic,7231.0,p,Motor vehicle mechanics and repairers
321214,Small Engine Mechanic,7231.0,p,Motor vehicle mechanics and repairers
322111,Blacksmith,7221.0,p,"Blacksmiths, hammersmiths and forging press workers"
322112,Electroplater,8122.0,p,"Metal finishing, plating and coating machine operators"
322113,Farrier,7221.0,p,"Blacksmiths, hammersmiths and forging press workers"
322114,Metal Casting Trades Worker,7211.0,,Metal moulders and coremakers
322115,Metal Polisher,7224.0,p,"Metal polishers, wheel grinders and tool sharpeners"
322211,Sheetmetal Trades Worker,7213.0,p,Sheet metal workers
322311,Metal Fabricator,7212.0,p,Welders and flamecutters
322311,Metal Fabricator,7213.0,p,Sheet metal workers
322311,Metal Fabricator,7214.0,p,Structural metal preparers and erectors
322312,Pressure Welder,7212.0,p,Welders and flamecutters
322313,Welder (First Class) (Aus) / Welder (NZ),7212.0,p,Welders and flamecutters
323111,Aircraft Maintenance Engineer (Avionics),7421.0,p,Electronics mechanics and servicers
323112,Aircraft Maintenance Engineer (Mechanical),7232.0,,Aircraft engine mechanics and repairers
323113,Aircraft Maintenance Engineer (Structures),7213.0,p,Sheet metal workers
323211,Fitter (General),7233.0,p,Agricultural and industrial machinery mechanics and repairers
323211,Fitter (General),7223.0,p,Metal working machine tool setters and operators
323212,Fitter and Turner,7223.0,,Metal working machine tool setters and operators
323213,Fitter-Welder,7212.0,p,Welders and flamecutters
323214,Metal Machinist (First Class),7223.0,p,Metal working machine tool setters and operators
323215,"Textile, Clothing and Footwear Mechanic",7233.0,p,Agricultural and industrial machinery mechanics and repairers
323299,Metal Fitters and Machinists nec,7233.0,p,Agricultural and industrial machinery mechanics and repairers
323311,Engraver,7316.0,p,"Sign writers, decorative painters, engravers and etchers"
323312,Gunsmith,7222.0,p,Toolmakers and related workers
323313,Locksmith,7222.0,p,Toolmakers and related workers
323314,Precision Instrument Maker and Repairer,7311.0,p,Precision-instrument makers and repairers
323315,Saw Maker and Repairer,7222.0,p,Toolmakers and related workers
323315,Saw Maker and Repairer,7224.0,p,"Metal polishers, wheel grinders and tool sharpeners"
323316,Watch and Clock Maker and Repairer,7311.0,p,Precision-instrument makers and repairers
323411,Engineering Patternmaker,7222.0,p,Toolmakers and related workers
323412,Toolmaker,7222.0,p,Toolmakers and related workers
324111,Panelbeater,7213.0,p,Sheet metal workers
324211,Vehicle Body Builder,7213.0,p,Sheet metal workers
324212,Vehicle Trimmer,7534.0,p,Upholsterers and related workers
324311,Vehicle Painter,7132.0,p,Spray painters and varnishers
331111,Bricklayer,7112.0,,Bricklayers and related workers
331112,Stonemason,7113.0,,"Stonemasons, stone cutters, splitters and carvers"
331211,Carpenter and Joiner,7115.0,p,Carpenters and joiners
331212,Carpenter,7115.0,p,Carpenters and joiners
331212,Carpenter,7111.0,,House Builders
331213,Joiner,7115.0,p,Carpenters and joiners
332111,Floor Finisher,7122.0,p,Floor layers and tile setters
332211,Painting Trades Worker,7131.0,,Painters and related workers
333111,Glazier,7125.0,p,Glaziers
333211,Fibrous Plasterer,7123.0,p,Plasterers
333212,Solid Plasterer,7123.0,p,Plasterers
333311,Roof Tiler,7121.0,p,Roofers
333411,Wall and Floor Tiler,7122.0,p,Floor layers and tile setters
334111,Plumber (General),7126.0,p,Plumbers and pipe fitters
334112,Airconditioning and Mechanical Services Plumber,7126.0,p,Plumbers and pipe fitters
334113,Drainer (Aus) / Drainlayer (NZ),7126.0,p,Plumbers and pipe fitters
334114,Gasfitter,7126.0,p,Plumbers and pipe fitters
334115,Roof Plumber,7121.0,p,Roofers
334115,Roof Plumber,7126.0,p,Plumbers and pipe fitters
341111,Electrician (General),7411.0,p,Building and related electricians
341111,Electrician (General),7412.0,p,Electrical mechanics and fitters
341112,Electrician (Special Class),7411.0,p,Building and related electricians
341113,Lift Mechanic,7412.0,p,Electrical mechanics and fitters
342111,Airconditioning and Refrigeration Mechanic,7127.0,,Air conditioning and refrigeration mechanics
342211,Electrical Linesworker (Aus) / Electrical Line Mechanic (NZ),7413.0,p,Electrical line installers and repairers 
342212,Technical Cable Jointer,7413.0,p,Electrical line installers and repairers 
342311,Business Machine Mechanic,7421.0,p,Electronics mechanics and servicers
342312,Communications Operator,3521.0,p,Broadcasting and audio-visual technicians
342313,Electronic Equipment Trades Worker,7421.0,p,Electronics mechanics and servicers
342314,Electronic Instrument Trades Worker (General),7421.0,p,Electronics mechanics and servicers
342315,Electronic Instrument Trades Worker (Special Class),7421.0,p,Electronics mechanics and servicers
342411,Cabler (Data and Telecommunications),7422.0,p,Information and communications technology installers and servicers
342412,Telecommunications Cable Jointer,7422.0,p,Information and communications technology installers and servicers
342413,Telecommunications Linesworker (Aus) / Telecommunications Line Mechanic (NZ),7422.0,p,Information and communications technology installers and servicers
342414,Telecommunications Technician,7422.0,p,Information and communications technology installers and servicers
351111,Baker,7512.0,p,"Bakers, pastry-cooks and confectionery makers"
351112,Pastrycook,7512.0,p,"Bakers, pastry-cooks and confectionery makers"
351211,Butcher or Smallgoods Maker,7511.0,p,"Butchers, fishmongers and related food preparers"
351311,Chef,3434.0,p,Chefs
351411,Cook,5120.0,,Cooks
361111,Dog Handler or Trainer,5164.0,p,Pet groomers and animal care workers
361112,Horse Trainer,5164.0,p,Pet groomers and animal care workers
361113,Pet Groomer,5164.0,p,Pet groomers and animal care workers
361114,Zookeeper,5164.0,p,Pet groomers and animal care workers
361115,Kennel Hand,5164.0,p,Pet groomers and animal care workers
361199,Animal Attendants and Trainers nec,5164.0,p,Pet groomers and animal care workers
361211,Shearer,6121.0,p,Livestock and dairy producers
361311,Veterinary Nurse,3240.0,p,Veterinary technicians and assistants
361311,Veterinary Nurse,5164.0,p,Pet groomers and animal care workers
362111,Florist,7549.0,p,Craft and related workers not elsewhere classified
362211,Gardener (General),6113.0,p,"Gardeners, horticultural and nursery growers"
362212,Arborist,6113.0,p,"Gardeners, horticultural and nursery growers"
362213,Landscape Gardener,6113.0,p,"Gardeners, horticultural and nursery growers"
362311,Greenkeeper,6113.0,p,"Gardeners, horticultural and nursery growers"
362411,Nurseryperson,6113.0,p,"Gardeners, horticultural and nursery growers"
391111,Hairdresser,5141.0,,Hairdressers
392111,Print Finisher,7323.0,,Print finishing and binding workers
392112,Screen Printer,7322.0,p,Printers 
392211,Graphic Pre-press Trades Worker,7321.0,,Pre-press technicians
392311,Printing Machinist,7322.0,p,Printers 
392312,Small Offset Printer,7322.0,p,Printers 
393111,Canvas Goods Fabricator ,7533.0,p,"Sewing, embroidery and related workers"
393112,Leather Goods Maker,7533.0,p,"Sewing, embroidery and related workers"
393112,Leather Goods Maker,7536.0,p,Shoemakers and related workers
393113,Sail Maker,7533.0,p,"Sewing, embroidery and related workers"
393114,Shoemaker,7536.0,p,Shoemakers and related workers
393211,Apparel Cutter,7532.0,p,Garment and related patternmakers and cutters
393212,Clothing Patternmaker,7532.0,p,Garment and related patternmakers and cutters
393213,Dressmaker or Tailor,7531.0,p,"Tailors, dressmakers, furriers and hatters"
393299,Clothing Trades Workers nec,7531.0,p,"Tailors, dressmakers, furriers and hatters"
393311,Upholsterer,7534.0,p,Upholsterers and related workers
394111,Cabinetmaker,7522.0,p,Cabinet-makers and related workers
394211,Furniture Finisher,7522.0,p,Cabinet-makers and related workers
394212,Picture Framer,7522.0,p,Cabinet-makers and related workers
394213,Wood Machinist,7523.0,p,Woodworking machine tool setters and operators
394214,Wood Turner,7523.0,p,Woodworking machine tool setters and operators
394299,Wood Machinists and Other Wood Trades Workers nec,7317.0,p,"Handicraft workers in wood, basketry and related materials"
399111,Boat Builder and Repairer,7115.0,p,Carpenters and joiners
399111,Boat Builder and Repairer,7213.0,p,Sheet metal workers
399111,Boat Builder and Repairer,7215.0,p,Riggers and cable splicers
399111,Boat Builder and Repairer,8142.0,p,Plastic products machine operators
399112,Shipwright,7115.0,p,Carpenters and joiners
399112,Shipwright,7214.0,p,Structural metal preparers and erectors
399112,Shipwright,7215.0,p,Riggers and cable splicers
399211,Chemical Plant Operator,3133.0,,Chemical processing plant controllers
399212,Gas or Petroleum Operator,3134.0,,Petroleum and natural gas refining plant operators
399212,Gas or Petroleum Operator,3131.0,,Power production plant operators
399213,Power Generation Plant Operator,3131.0,,Power production plant operators
399311,Gallery or Museum Technician,3433.0,p,"Gallery, museum and library technicians"
399312,Library Technician,3433.0,p,"Gallery, museum and library technicians"
399411,Jeweller,7313.0,p,Jewellery and precious metal workers
399511,Broadcast Transmitter Operator,3521.0,p,Broadcasting and audio-visual technicians
399512,"Camera Operator (Film, Television or Video)",3521.0,p,Broadcasting and audio-visual technicians
399513,Light Technician,3435.0,p,Artistic and cultural associate professionals not elsewhere classified
399514,Make Up Artist,5142.0,p,Beauticians and related workers
399515,Musical Instrument Maker or Repairer,7312.0,,Musical instrument makers and repairers
399516,Sound Technician,3435.0,p,Artistic and cultural associate professionals not elsewhere classified
399516,Sound Technician,3521.0,p,Broadcasting and audio-visual technicians
399517,Television Equipment Operator,3521.0,p,Broadcasting and audio-visual technicians
399599,Performing Arts Technicians nec,3435.0,p,Artistic and cultural associate professionals not elsewhere classified
399599,Performing Arts Technicians nec,3521.0,p,Broadcasting and audio-visual technicians
399611,Signwriter,7316.0,p,"Sign writers, decorative painters, engravers and etchers"
399911,Diver,7541.0,,Underwater divers
399912,Interior Decorator,3432.0,p,Interior designers and decorators
399913,Optical Dispenser (Aus) / Dispensing Optician (NZ),3254.0,,Dispensing opticians
399914,Optical Mechanic,7549.0,p,Craft and related workers not elsewhere classified
399914,Optical Mechanic,7315.0,,"Glass makers, cutters, grinders and finishers"
399915,Photographer's Assistant,3431.0,p,Photographers
399915,Photographer's Assistant,8132.0,p,Photographic products machine operators
399916,Plastics Technician,3119.0,p,Physical and engineering science technicians not elsewhere classified
399917,Wool Classer,7543.0,p,Product graders and testers (excluding foods and beverages)
399918,Fire Protection Equipment Technician,3119.0,p,Physical and engineering science technicians not elsewhere classified
399999,Technicians and Trades Workers nec,7233.0,p,Agricultural and industrial machinery mechanics and repairers
399999,Technicians and Trades Workers nec,7234.0,p,Bicycle and related workers
399999,Technicians and Trades Workers nec,7315.0,p,"Glass makers, cutters, grinders and finishers"
399999,Technicians and Trades Workers nec,7535.0,p,"Pelt dressers, tanners and fellmongers"
399999,Technicians and Trades Workers nec,7543.0,p,Product graders and testers (excluding foods and beverages)
399999,Technicians and Trades Workers nec,7549.0,p,Craft and related workers not elsewhere classified
4,COMMUNITY AND PERSONAL SERVICE WORKERS,,,
411111,Ambulance Officer,3258.0,p,Ambulance workers
411111,Ambulance Officer,8322.0,p,"Car, taxi and van drivers"
411112,Intensive Care Ambulance Paramedic (Aus) / Ambulance Paramedic (NZ),3258.0,p,Ambulance workers
411211,Dental Hygienist,3251.0,p,Dental assistants and therapists
411212,Dental Prosthetist,3214.0,p,Medical and dental prosthetic technicians
411213,Dental Technician,3214.0,p,Medical and dental prosthetic technicians
411214,Dental Therapist,3251.0,p,Dental assistants and therapists
411311,Diversional Therapist,3259.0,p,Health associate professionals not elsewhere classified
411411,Enrolled Nurse,3221.0,p,Nursing associate professionals
411412,Mothercraft Nurse,3222.0,p,Midwifery associate professionals
411511,Aboriginal and Torres Strait Islander Health Worker,3253.0,p,Community health workers
411512,Kaiäwhina (Hauora) (Mäori Health Assistant),3253.0,p,Community health workers
411611,Massage Therapist,3255.0,p,Physiotherapy technicians and assistants
411711,Community Worker,3412.0,p,Social work associate professionals
411712,Disabilities Services Officer,3412.0,p,Social work associate professionals
411713,Family Support Worker,3412.0,p,Social work associate professionals
411714,Parole or Probation Officer,2635.0,p,Social work and counselling professionals
411715,Residential Care Officer,3412.0,p,Social work associate professionals
411716,Youth Worker,3412.0,p,Social work associate professionals
421111,Child Care Worker,5311.0,p,Child care workers
421112,Family Day Care Worker,5311.0,p,Child care workers
421113,Nanny,5311.0,p,Child care workers
421114,Out of School Hours Care Worker,5311.0,p,Child care workers
422111,Aboriginal and Torres Strait Islander Education Worker,5312.0,p,Teachers' aides
422112,Integration Aide,5312.0,p,Teachers' aides
422113,Kaiäwhina Kohanga Reo (Mäori Language Nest Assistant),2341.0,p,Primary school teachers
422113,Kaiäwhina Kohanga Reo (Mäori Language Nest Assistant),5312.0,p,Teachers' aides
422114,Kaiäwhina Kura Kaupapa Mäori (Mäori-medium School Assistant),2341.0,p,Primary school teachers
422114,Kaiäwhina Kura Kaupapa Mäori (Mäori-medium School Assistant),5312.0,p,Teachers' aides
422115,Preschool Aide,5312.0,p,Teachers' aides
422116,Teachers' Aide,5312.0,p,Teachers' aides
423111,Aged or Disabled Carer,5162.0,p,Companion and valets
423111,Aged or Disabled Carer,5322.0,p,Home-based personal care workers
423211,Dental Assistant,3251.0,p,Dental assistants and therapists
423211,Dental Assistant,5329.0,p,Personal care workers in health services not elsewhere classified
423311,Hospital Orderly,5329.0,p,Personal care workers in health services not elsewhere classified
423312,Nursing Support Worker,5321.0,p,Health care assistants
423313,Personal Care Assistant,5321.0,p,Health care assistants
423314,Therapy Aide,3255.0,p,Physiotherapy technicians and assistants
423314,Therapy Aide,3259.0,p,Health associate professionals not elsewhere classified
423411,Child or Youth Residential Care Assistant,5311.0,p,Child care  workers
423412,Hostel Parent,5311.0,p,Child care workers
423413,Refuge Worker,3412.0,p,Social work associate professionals
431111,Bar Attendant,5132.0,p,Bartenders
431112,Barista,5132.0,p,Bartenders
431211,Cafe Worker,5131.0,p,Waiters
431211,Cafe Worker,5246.0,p,Food service counter attendants
431311,Gaming Worker,4212.0,p,"Bookmakers, croupiers and related gaming workers"
431411,Hotel Service Manager,5151.0,p,"Cleaning and housekeeping supervisors in offices, hotels and other establishments"
431511,Waiter,5131.0,,Waiters
431911,Bar Useful or Busser,9112.0,p,"Cleaners and helpers in offices, hotels and other establishments"
431912,Doorperson or Luggage Porter,9621.0,p,"Messengers, package deliverers and luggage porters"
431999,Hospitality Workers nec,5169.0,p,Personal services workers not elsewhere classified
431999,Hospitality Workers nec,9629.0,p,Elementary workers not elsewhere classified
441111,Defence Force Member - Other Ranks,310.0,,"Armed forces occupations, other ranks"
441211,Emergency Service Worker,5419.0,p,Protective services workers not elsewhere classified
441212,Fire Fighter,5411.0,,Fire fighters
441311,Detective,3355.0,p,Police inspectors and detectives
441312,Police Officer,5412.0,,Police officers
442111,Prison Officer,5413.0,,Prison guards
442211,"Alarm, Security or Surveillance Monitor",5414.0,p,Security guards
442212,Armoured Car Escort,5414.0,p,Security guards
442213,Crowd Controller,5414.0,p,Security guards
442214,Private Investigator,3411.0,p,Legal and related associate professionals
442215,Retail Loss Prevention Officer,5414.0,p,Security guards
442216,Security Consultant,3339.0,p,Business service agents not elsewhere classified
442217,Security Officer,5414.0,p,Security guards
442299,Security Officers and Guards nec,5414.0,p,Security guards
442299,Security Officers and Guards nec,5419.0,p,Protective services workers not elsewhere classified
451111,Beauty Therapist,5142.0,p,Beauticians and related workers
451211,Driving Instructor,5165.0,,Driving instructors
451311,Funeral Director,5163.0,p,Undertakers and embalmers
451399,Funeral Workers nec,5163.0,p,Undertakers and embalmers
451411,Gallery or Museum Guide,5113.0,p,Travel guides
451412,Tour Guide,5113.0,p,Travel guides
451511,Natural Remedy Consultant,3230.0,p,Traditional and complementary medicine associate professionals
451512,Weight Loss Consultant,5142.0,p,Beauticians and related workers
451513,Herbalist (Western),3230.0,p,Traditional and complementary medicine associate professionals
451611,Tourist Information Officer,4221.0,p,Travel consultants and clerks
451612,Travel Consultant,4221.0,p,Travel consultants and clerks
451711,Flight Attendant,5111.0,p,Travel attendants and travel stewards
451799,Travel Attendants nec,5111.0,p,Travel attendants and travel stewards
451811,Civil Celebrant,5169.0,p,Personal services workers not elsewhere classified
451812,Hair or Beauty Salon Assistant,5142.0,p,Beauticians and related workers
451813,Sex Worker or Escort,5169.0,p,Personal services workers not elsewhere classified
451814,Body Artist,3435.0,p,Artistic and cultural associate professionals not elsewhere classified
451815,First Aid Trainer,5169.0,p,Personal services workers not elsewhere classified
451816,Religious Assistant,3413.0,p,Religious associate professionals
451899,Personal Service Workers nec,3413.0,p  ,Religious associate professionals
451899,Personal Service Workers nec,5152.0,p,Domestic housekeepers
451899,Personal Service Workers nec,5161.0,p,"Astrologers, fortune-tellers and related workers"
451899,Personal Service Workers nec,5169.0,p,Personal services workers not elsewhere classified
451899,Personal Service Workers nec,5329.0,p,Personal care workers in health services not elsewhere classified
452111,Fitness Instructor,3423.0,p,Fitness and recreation instructors and program leaders
452211,Bungy Jump Master,3423.0,p,Fitness and recreation instructors and program leaders
452212,Fishing Guide,3423.0,p,Fitness and recreation instructors and program leaders
452213,Hunting Guide,3423.0,p,Fitness and recreation instructors and program leaders
452214,Mountain or Glacier Guide,3423.0,p,Fitness and recreation instructors and program leaders
452215,Outdoor Adventure Instructor,3423.0,p,Fitness and recreation instructors and program leaders
452216,Trekking Guide,3423.0,p,Fitness and recreation instructors and program leaders
452217,Whitewater Rafting Guide,3423.0,p,Fitness and recreation instructors and program leaders
452299,Outdoor Adventure Guides nec,3423.0,p,Fitness and recreation instructors and program leaders
452311,Diving Instructor (Open Water),3422.0,p,"Sports coaches, instructors and officials"
452312,Gymnastics Coach or Instructor,3422.0,p,"Sports coaches, instructors and officials"
452313,Horse Riding Coach or Instructor,3423.0,p,Fitness and recreation instructors and program leaders
452314,Snowsport Instructor,3422.0,p,"Sports coaches, instructors and officials"
452315,Swimming Coach or Instructor,3422.0,p,"Sports coaches, instructors and officials"
452316,Tennis Coach,3422.0,p,"Sports coaches, instructors and officials"
452317,Other Sports Coach or Instructor,3422.0,p,"Sports coaches, instructors and officials"
452318,Dog or Horse Racing Official,3422.0,p,"Sports coaches, instructors and officials"
452321,Sports Development Officer,3422.0,p,"Sports coaches, instructors and officials"
452322,Sports Umpire,3422.0,p,"Sports coaches, instructors and officials"
452323,Other Sports Official,3422.0,p,"Sports coaches, instructors and officials"
452411,Footballer,3421.0,p,Athletes and sports players
452412,Golfer,3421.0,p,Athletes and sports players
452413,Jockey,3421.0,p,Athletes and sports players
452414,Lifeguard,5419.0,p,Protective services workers not elsewhere classified
452499,Sportspersons nec,3421.0,p,Athletes and sports players
